ID,segment
test-10253,0.0129288157201
test-10254,0.101498772292
test-10255,0.100765632743
test-10256,0.0241226202917
test-10257,0.019057535722
test-10258,0.0105353043627
test-10259,0.0177687265276
test-1026,0.00809549085466
test-10260,0.00717787457735
test-10261,0.0322227118802
test-10262,0.0457031033427
test-10263,0.125972200215
test-10264,0.0824197017066
test-10265,0.00660263116313
test-10266,0.0211766955501
test-10267,0.0211914209514
test-10268,0.0193968004336
test-10269,0.120970671526
test-1027,0.124426093359
test-10270,0.174061041848
test-10271,0.0248255722988
test-10272,0.00933855668604
test-10273,0.0104919549022
test-10274,0.116582480412
test-10275,0.149539556054
test-10276,0.0202818847646
test-10277,0.0112171098012
test-10278,0.133216556277
test-10279,0.0200591088075
test-1028,0.0357533776522
test-10280,0.010684966591
test-10281,0.0139393602527
test-10282,0.0931721521456
test-10283,0.00577699613522
test-10284,0.232440008512
test-10285,0.0459214565345
test-10286,0.0354230199308
test-10287,0.0167873384832
test-10288,0.0402170330749
test-10289,0.0270703277334
test-1029,0.00636430251514
test-10290,0.0784984344189
test-10291,0.0129774636931
test-10292,0.0180908942461
test-10293,0.0930138393885
test-10294,0.0159511200425
test-10295,0.216121986376
test-10296,0.0155640971269
test-10297,0.0120465952441
test-10298,0.164736290941
test-10299,0.159045477952
test-103,0.0119225516017
test-1030,0.00861421750831
test-10300,0.0436382230832
test-10301,0.0946932270945
test-10302,0.122925732117
test-10303,0.0634633969334
test-10304,0.0434088150485
test-10305,0.012822474325
test-10306,0.0164224429099
test-10307,0.00654830510217
test-10308,0.0167411174745
test-10309,0.00583402176456
test-1031,0.0179470187015
test-10310,0.14808411611
test-10311,0.0152412159832
test-10312,0.0919915486832
test-10313,0.0812062342956
test-10314,0.0119000557346
test-10315,0.0148936269609
test-10316,0.169299455436
test-10317,0.153167715729
test-10318,0.00601785778847
test-10319,0.116693582496
test-1032,0.102535892754
test-10320,0.00986873754194
test-10321,0.202614598164
test-10322,0.0780412876711
test-10323,0.0886839959123
test-10324,0.164610138323
test-10325,0.0737463898347
test-10326,0.0278608556199
test-10327,0.0697124973301
test-10328,0.00974457908144
test-10329,0.163982342089
test-1033,0.0136556745955
test-10330,0.026513448821
test-10331,0.0684451992127
test-10332,0.0215686145764
test-10333,0.0104837776116
test-10334,0.0240344464412
test-10335,0.00735089603396
test-10336,0.0234430726387
test-10337,0.0876972546915
test-10338,0.022402526771
test-10339,0.0147259748164
test-1034,0.052782979916
test-10340,0.0137588405286
test-10341,0.0457243493112
test-10342,0.0285568723818
test-10343,0.0818195329394
test-10344,0.0224236844632
test-10345,0.0209457683588
test-10346,0.0766306236531
test-10347,0.0432533326203
test-10348,0.0124159335491
test-10349,0.0270945339071
test-1035,0.125889310852
test-10350,0.179776828018
test-10351,0.0911408311952
test-10352,0.0147827783581
test-10353,0.147113542308
test-10354,0.020666997961
test-10355,0.0102741962847
test-10356,0.0161655640499
test-10357,0.0970991345582
test-10358,0.0998008489438
test-10359,0.0144948808559
test-1036,0.0264117682225
test-10360,0.0785992665322
test-10361,0.0304155115878
test-10362,0.0117742050553
test-10363,0.195565602272
test-10364,0.010015725337
test-10365,0.162339976838
test-10366,0.024150419927
test-10367,0.0663153743315
test-10368,0.00696082616664
test-10369,0.0218310075078
test-1037,0.0989890267636
test-10370,0.0603720992936
test-10371,0.0936306231999
test-10372,0.00991371461391
test-10373,0.056492655319
test-10374,0.053320539413
test-10375,0.0176586695844
test-10376,0.108748727373
test-10377,0.0320671558905
test-10378,0.0778910530228
test-10379,0.101249466595
test-1038,0.16273838306
test-10380,0.048064658859
test-10381,0.0631130960748
test-10382,0.0229017958897
test-10383,0.0230802265093
test-10384,0.142157019216
test-10385,0.132304658131
test-10386,0.020066655025
test-10387,0.169399919701
test-10388,0.10795454906
test-10389,0.226372575953
test-1039,0.00600520693448
test-10390,0.046806574162
test-10391,0.166233831016
test-10392,0.0431925895705
test-10393,0.123945979375
test-10394,0.0773332524841
test-10395,0.0650736817646
test-10396,0.196024105049
test-10397,0.00852051340287
test-10398,0.0794703157892
test-10399,0.0229159276429
test-104,0.0915823595778
test-1040,0.0210205568229
test-10400,0.0287848030065
test-10401,0.0689460472866
test-10402,0.133424719261
test-10403,0.0215814855933
test-10404,0.0106725062631
test-10405,0.0255057637301
test-10406,0.153372121872
test-10407,0.0748196674083
test-10408,0.047833724478
test-10409,0.0671596207857
test-1041,0.140235329813
test-10410,0.220629427311
test-10411,0.0069590282214
test-10412,0.0133786459515
test-10413,0.0439170564294
test-10414,0.0280369913862
test-10415,0.153615047111
test-10416,0.166056629312
test-10417,0.0783914040657
test-10418,0.162527287874
test-10419,0.0201972731454
test-1042,0.0670779820414
test-10420,0.0456432847999
test-10421,0.0431597306315
test-10422,0.0240788900576
test-10423,0.0283438999948
test-10424,0.0954768773081
test-10425,0.119703071401
test-10426,0.0135943921925
test-10427,0.103560017629
test-10428,0.0286726055621
test-10429,0.022713213997
test-1043,0.0197652761734
test-10430,0.181736702138
test-10431,0.103096387508
test-10432,0.0321153819424
test-10433,0.0130840285928
test-10434,0.00938667496428
test-10435,0.102050180881
test-10436,0.00542014976507
test-10437,0.0345467002114
test-10438,0.0636417561446
test-10439,0.091580069889
test-1044,0.0237587184761
test-10440,0.11394259708
test-10441,0.013023657419
test-10442,0.0586988925041
test-10443,0.0137654269042
test-10444,0.0177777004853
test-10445,0.0116053355051
test-10446,0.0951874327561
test-10447,0.249256667898
test-10448,0.0215246197578
test-10449,0.0624874086533
test-1045,0.101608861678
test-10450,0.0914428823286
test-10451,0.0511894808511
test-10452,0.0214705065617
test-10453,0.0112114821324
test-10454,0.116087465494
test-10455,0.206706910164
test-10456,0.00798505217787
test-10457,0.0941919231061
test-10458,0.0246797740918
test-10459,0.260346844665
test-1046,0.0276169319185
test-10460,0.0203062549759
test-10461,0.0152186513113
test-10462,0.153172645141
test-10463,0.0745160664478
test-10464,0.0749265404968
test-10465,0.0798514965882
test-10466,0.0226874012604
test-10467,0.150556513078
test-10468,0.116563891047
test-10469,0.0246450126053
test-1047,0.0189334279188
test-10470,0.047068324029
test-10471,0.0108163105202
test-10472,0.0428139939053
test-10473,0.141466726055
test-10474,0.0188440910756
test-10475,0.0833053939141
test-10476,0.00990443145715
test-10477,0.0227496394991
test-10478,0.0167742302767
test-10479,0.0980166362955
test-1048,0.00838885769102
test-10480,0.0529989977465
test-10481,0.00955467158558
test-10482,0.00809287833485
test-10483,0.0228060901287
test-10484,0.134685475953
test-10485,0.0415528391147
test-10486,0.153323978448
test-10487,0.0916415487468
test-10488,0.222573096434
test-10489,0.0217948608696
test-1049,0.0214694641547
test-10490,0.0196054673663
test-10491,0.0199749973273
test-10492,0.0233056156131
test-10493,0.0752903784712
test-10494,0.0462343125882
test-10495,0.0963865386125
test-10496,0.106539749961
test-10497,0.0191168662627
test-10498,0.202022127914
test-10499,0.155163590005
test-105,0.0244709248769
test-1050,0.0136135049973
test-10500,0.00790931733683
test-10501,0.0254335609478
test-10502,0.232742689908
test-10503,0.160434545399
test-10504,0.0692245047895
test-10505,0.0121478653361
test-10506,0.0215216403973
test-10507,0.0468389995191
test-10508,0.00952951897177
test-10509,0.0191746916836
test-1051,0.0528013174604
test-10510,0.095487323352
test-10511,0.0143117067475
test-10512,0.0209123184245
test-10513,0.00447588655496
test-10514,0.0626178229766
test-10515,0.0841227910987
test-10516,0.00668143752318
test-10517,0.102719814718
test-10518,0.00906619170033
test-10519,0.0186990930507
test-1052,0.0105659113473
test-10520,0.127403624872
test-10521,0.160536834651
test-10522,0.0144435149494
test-10523,0.215596967469
test-10524,0.156866657282
test-10525,0.026074122412
test-10526,0.101305005632
test-10527,0.0121741666931
test-10528,0.0239442160247
test-10529,0.0780023800474
test-1053,0.0105554696306
test-10530,0.0496677565682
test-10531,0.124728474761
test-10532,0.0216397049523
test-10533,0.0768162033993
test-10534,0.0160562455081
test-10535,0.0147937636575
test-10536,0.0783379438934
test-10537,0.168187718413
test-10538,0.0224606193777
test-10539,0.0697181510466
test-1054,0.0867177167204
test-10540,0.0200666949392
test-10541,0.0173149078259
test-10542,0.0712375979789
test-10543,0.0172749846909
test-10544,0.0833107342538
test-10545,0.0125987102462
test-10546,0.00865126561161
test-10547,0.0562390761893
test-10548,0.0137327406208
test-10549,0.0748094627347
test-1055,0.00643642456279
test-10550,0.0132519134564
test-10551,0.0367509394521
test-10552,0.0112544131339
test-10553,0.123901297015
test-10554,0.00589889029307
test-10555,0.208710931155
test-10556,0.0824339441282
test-10557,0.10060934676
test-10558,0.0463447423995
test-10559,0.135170909048
test-1056,0.0290565704355
test-10560,0.0115776246821
test-10561,0.0577455979258
test-10562,0.0880843077693
test-10563,0.058422944179
test-10564,0.0571508270388
test-10565,0.13813859446
test-10566,0.0885171797204
test-10567,0.00698034701652
test-10568,0.00857988283528
test-10569,0.0462762239883
test-1057,0.126710469247
test-10570,0.0132354274297
test-10571,0.022762287845
test-10572,0.0145132220873
test-10573,0.0275594957302
test-10574,0.0108427847411
test-10575,0.0131419752149
test-10576,0.107169944307
test-10577,0.0820276162369
test-10578,0.065365590276
test-10579,0.054314711684
test-1058,0.00906313727625
test-10580,0.0111641931205
test-10581,0.104918048965
test-10582,0.0728396565598
test-10583,0.010423321115
test-10584,0.0099968328416
test-10585,0.00691142176108
test-10586,0.0488775629764
test-10587,0.113981886316
test-10588,0.10860572963
test-10589,0.0411158822498
test-1059,0.0153422156031
test-10590,0.134940063576
test-10591,0.218028837421
test-10592,0.0262170820283
test-10593,0.0153391228832
test-10594,0.0372500543673
test-10595,0.103898937519
test-10596,0.0166607945863
test-10597,0.00921535504317
test-10598,0.015004991625
test-10599,0.0903353544488
test-106,0.0161306412014
test-1060,0.0316905080213
test-10600,0.00968666835012
test-10601,0.0181750622335
test-10602,0.0148726846269
test-10603,0.139069913268
test-10604,0.0287966198672
test-10605,0.0241393498647
test-10606,0.00914742258376
test-10607,0.0241783943392
test-10608,0.0293717894087
test-10609,0.13916324841
test-1061,0.039781332087
test-10610,0.148931826277
test-10611,0.129071976758
test-10612,0.116196646781
test-10613,0.00871048128382
test-10614,0.0176200377312
test-10615,0.0104007960199
test-10616,0.063488329471
test-10617,0.195856597629
test-10618,0.0473944970932
test-10619,0.00808495986502
test-1062,0.0666883562658
test-10620,0.0255185533688
test-10621,0.0160346414569
test-10622,0.064585591431
test-10623,0.0193873793274
test-10624,0.128038060667
test-10625,0.0175353694197
test-10626,0.0143524492577
test-10627,0.0111900440025
test-10628,0.0806930687042
test-10629,0.0100008608096
test-1063,0.13125244779
test-10630,0.122294062358
test-10631,0.0795576902564
test-10632,0.0472667316443
test-10633,0.087406257124
test-10634,0.0388663753428
test-10635,0.0829522285879
test-10636,0.104426449827
test-10637,0.121166661456
test-10638,0.0311295957818
test-10639,0.0216191120076
test-1064,0.0490064070568
test-10640,0.0434524161201
test-10641,0.0958090936801
test-10642,0.0806675346264
test-10643,0.146996825786
test-10644,0.0617958018382
test-10645,0.0313061633583
test-10646,0.00984113237976
test-10647,0.149048756223
test-10648,0.170794011707
test-10649,0.0548855693977
test-1065,0.0382860041922
test-10650,0.154590867851
test-10651,0.118442757441
test-10652,0.00379123083795
test-10653,0.0177431482498
test-10654,0.0292694308738
test-10655,0.109064794915
test-10656,0.0324614469128
test-10657,0.0202928577491
test-10658,0.0304747836136
test-10659,0.00720695793295
test-1066,0.119099599926
test-10660,0.15886528541
test-10661,0.00914684599824
test-10662,0.0539533794247
test-10663,0.0463779431903
test-10664,0.0568371936886
test-10665,0.104190072739
test-10666,0.0134183083162
test-10667,0.0225072135458
test-10668,0.132490939903
test-10669,0.00680126937278
test-1067,0.139947758982
test-10670,0.169550690403
test-10671,0.0622917224889
test-10672,0.0385653767941
test-10673,0.0740840546019
test-10674,0.0221195934132
test-10675,0.0259876298189
test-10676,0.097446339849
test-10677,0.0265659199532
test-10678,0.00874586520158
test-10679,0.017788843699
test-1068,0.113168736453
test-10680,0.0560148374515
test-10681,0.0744381393579
test-10682,0.122296951522
test-10683,0.026052533588
test-10684,0.172842250428
test-10685,0.0927417080582
test-10686,0.0307643244983
test-10687,0.0718332058757
test-10688,0.0902096080997
test-10689,0.00883112230185
test-1069,0.0119995931797
test-10690,0.097617191351
test-10691,0.0570135874875
test-10692,0.0637425823372
test-10693,0.0234480666343
test-10694,0.200819570799
test-10695,0.132834900429
test-10696,0.0569996886788
test-10697,0.0369040858905
test-10698,0.0210245476908
test-10699,0.0150997562909
test-107,0.0123795681496
test-1070,0.00846770855808
test-10700,0.0809505923298
test-10701,0.0560363351421
test-10702,0.04822979007
test-10703,0.00766218630727
test-10704,0.10714212092
test-10705,0.0590436407926
test-10706,0.0241211586161
test-10707,0.00804843847687
test-10708,0.141226832331
test-10709,0.0975958806485
test-1071,0.0287437816449
test-10710,0.088312177671
test-10711,0.0226340114265
test-10712,0.0232768364447
test-10713,0.0282641002528
test-10714,0.139446364848
test-10715,0.172797927052
test-10716,0.163462476442
test-10717,0.0339934835986
test-10718,0.160249597161
test-10719,0.00581004187926
test-1072,0.0266626180073
test-10720,0.0900684214717
test-10721,0.00944153044317
test-10722,0.0132352701157
test-10723,0.138397382796
test-10724,0.267997609109
test-10725,0.0206757104441
test-10726,0.0953157586182
test-10727,0.00583452864979
test-10728,0.221933357149
test-10729,0.0700129346163
test-1073,0.00934608424722
test-10730,0.125679713976
test-10731,0.00877033369075
test-10732,0.0275093864965
test-10733,0.00932010315677
test-10734,0.074018050582
test-10735,0.228833753802
test-10736,0.0219360602687
test-10737,0.119578240629
test-10738,0.0071642741958
test-10739,0.105606052489
test-1074,0.0159026384
test-10740,0.0122116777387
test-10741,0.0572323931967
test-10742,0.00821051013403
test-10743,0.20656015143
test-10744,0.0204358079647
test-10745,0.0174599104852
test-10746,0.0639040930818
test-10747,0.0215777808165
test-10748,0.0432265105316
test-10749,0.0178758101042
test-1075,0.01104019162
test-10750,0.117640558083
test-10751,0.0126189265729
test-10752,0.0280702742347
test-10753,0.156040180465
test-10754,0.167726899434
test-10755,0.0181907621588
test-10756,0.106556742396
test-10757,0.0101968068231
test-10758,0.183800172009
test-10759,0.141061086101
test-1076,0.0990385748565
test-10760,0.045372766653
test-10761,0.00911031732359
test-10762,0.0847893344994
test-10763,0.013427477169
test-10764,0.0130884772374
test-10765,0.0201490425131
test-10766,0.0881153423862
test-10767,0.0161306216289
test-10768,0.0418120691712
test-10769,0.160039189806
test-1077,0.112461892678
test-10770,0.00797322166466
test-10771,0.0125162265769
test-10772,0.00533078710851
test-10773,0.0125719782376
test-10774,0.130374203378
test-10775,0.00969954482535
test-10776,0.0366287226423
test-10777,0.0856587099141
test-10778,0.013044673583
test-10779,0.00764415822271
test-1078,0.124197647045
test-10780,0.0436650428638
test-10781,0.0661167714149
test-10782,0.120526950623
test-10783,0.102780673339
test-10784,0.0562937532533
test-10785,0.0273198274576
test-10786,0.0209070408292
test-10787,0.216563073582
test-10788,0.159994610569
test-10789,0.0122742526953
test-1079,0.0651952283125
test-10790,0.126930004713
test-10791,0.0221378291871
test-10792,0.00968824340843
test-10793,0.00755762128367
test-10794,0.0840547726121
test-10795,0.0541612058619
test-10796,0.0540027214097
test-10797,0.0687141832866
test-10798,0.0562188619718
test-10799,0.0580040012848
test-108,0.0877361936422
test-1080,0.0916868291639
test-10800,0.141921331639
test-10801,0.149905501478
test-10802,0.0259964819012
test-10803,0.0560763208328
test-10804,0.047504130591
test-10805,0.00651186237501
test-10806,0.0225755398913
test-10807,0.102549970553
test-10808,0.0741694132397
test-10809,0.0257382465362
test-1081,0.0680290157916
test-10810,0.11070048048
test-10811,0.0996695770383
test-10812,0.0193430113236
test-10813,0.0210787839709
test-10814,0.0132420433681
test-10815,0.0174088484422
test-10816,0.0227696676823
test-10817,0.11051239251
test-10818,0.0244123857379
test-10819,0.00662135773216
test-1082,0.0254643502386
test-10820,0.0526947613135
test-10821,0.0312624661432
test-10822,0.102946872214
test-10823,0.0113118498687
test-10824,0.0708634662598
test-10825,0.0320127089674
test-10826,0.00943556021734
test-10827,0.129279406193
test-10828,0.0549302448157
test-10829,0.0557189804644
test-1083,0.146400792728
test-10830,0.0133069804158
test-10831,0.0492506511105
test-10832,0.0899958432748
test-10833,0.0702591202847
test-10834,0.0104187126178
test-10835,0.0589000828866
test-10836,0.0237267756548
test-10837,0.0752351928541
test-10838,0.00444826464374
test-10839,0.0138108455252
test-1084,0.130746930081
test-10840,0.100111069191
test-10841,0.00789171244685
test-10842,0.0596450923609
test-10843,0.0480335205291
test-10844,0.103207147997
test-10845,0.00826422722654
test-10846,0.157224016181
test-10847,0.0300744164705
test-10848,0.102279281595
test-10849,0.0174872991437
test-1085,0.00993850650728
test-10850,0.137128440121
test-10851,0.0889787625253
test-10852,0.0452584684448
test-10853,0.0335400972245
test-10854,0.112381929083
test-10855,0.0172363175411
test-10856,0.0678375450315
test-10857,0.182307536957
test-10858,0.108967773632
test-10859,0.107726834389
test-1086,0.0720657221191
test-10860,0.110454566381
test-10861,0.0197304182618
test-10862,0.0128371456175
test-10863,0.0171040525829
test-10864,0.118971390695
test-10865,0.0288768242867
test-10866,0.251090877785
test-10867,0.0182022777291
test-10868,0.121528927948
test-10869,0.140800648031
test-1087,0.0741735127114
test-10870,0.0692920296599
test-10871,0.074757539368
test-10872,0.0690498502189
test-10873,0.137266667663
test-10874,0.01236442766
test-10875,0.0123538805673
test-10876,0.0223089248056
test-10877,0.0179823557447
test-10878,0.170970074114
test-10879,0.0135741864852
test-1088,0.156231141152
test-10880,0.102131418046
test-10881,0.0546690983795
test-10882,0.0787711482199
test-10883,0.053093865996
test-10884,0.0444971299495
test-10885,0.185642977513
test-10886,0.0563947229561
test-10887,0.0158685543667
test-10888,0.00448631446975
test-10889,0.0686155559199
test-1089,0.0203481137343
test-10890,0.0144974837767
test-10891,0.00770385414024
test-10892,0.0748948395943
test-10893,0.0326219644531
test-10894,0.0189010879393
test-10895,0.00671120858093
test-10896,0.0674252367861
test-10897,0.0150995214009
test-10898,0.0117652443319
test-10899,0.00471359213639
test-109,0.0127056209594
test-1090,0.0247801797174
test-10900,0.208098035313
test-10901,0.0133092915674
test-10902,0.13183326514
test-10903,0.166116892032
test-10904,0.0539533794247
test-10905,0.0175474646618
test-10906,0.101750516062
test-10907,0.0693498991992
test-10908,0.0180908272076
test-10909,0.0219879963944
test-1091,0.10635000703
test-10910,0.12226533046
test-10911,0.0131633148114
test-10912,0.228455376892
test-10913,0.0636155891796
test-10914,0.0422792944642
test-10915,0.00817505947355
test-10916,0.196349504182
test-10917,0.104832031963
test-10918,0.00775457591102
test-10919,0.0230290974497
test-1092,0.130682858924
test-10920,0.0693706371644
test-10921,0.111832649102
test-10922,0.0154924556953
test-10923,0.00980006163758
test-10924,0.124653568854
test-10925,0.0905979557035
test-10926,0.150403637853
test-10927,0.0238591607693
test-10928,0.0187629995794
test-10929,0.0179155213933
test-1093,0.0254377335444
test-10930,0.0143672683462
test-10931,0.0118222736678
test-10932,0.0570603719499
test-10933,0.0451028095197
test-10934,0.15313791917
test-10935,0.0136610475696
test-10936,0.0060171878047
test-10937,0.0851645249798
test-10938,0.109332292701
test-10939,0.100821070097
test-1094,0.179295179634
test-10940,0.125185878475
test-10941,0.0098014275197
test-10942,0.02218564268
test-10943,0.0226258105452
test-10944,0.0112349690086
test-10945,0.0969494317449
test-10946,0.0167356467891
test-10947,0.0228023219407
test-10948,0.0182014314325
test-10949,0.0762690721296
test-1095,0.00942243214481
test-10950,0.0248271564539
test-10951,0.0985337759858
test-10952,0.0543768722619
test-10953,0.107463488062
test-10954,0.0299407311439
test-10955,0.0558076069875
test-10956,0.0069204711932
test-10957,0.0158979682855
test-10958,0.153535656252
test-10959,0.00858904098642
test-1096,0.0847832565873
test-10960,0.0641267843952
test-10961,0.00682138698378
test-10962,0.0503258007054
test-10963,0.0591124901349
test-10964,0.301561702604
test-10965,0.0379782698904
test-10966,0.0441224332148
test-10967,0.032939529769
test-10968,0.194590877894
test-10969,0.0484181292982
test-1097,0.213575772726
test-10970,0.107727045721
test-10971,0.0168896696175
test-10972,0.0340324515512
test-10973,0.0159263486574
test-10974,0.0291260251618
test-10975,0.0197101874812
test-10976,0.00776716642832
test-10977,0.0106473313571
test-10978,0.0439104955922
test-10979,0.0399857408607
test-1098,0.121302043552
test-10980,0.120826245082
test-10981,0.0913233537151
test-10982,0.158282264791
test-10983,0.00894499826952
test-10984,0.157096813033
test-10985,0.0843230765753
test-10986,0.00844675293755
test-10987,0.0656549167562
test-10988,0.0202670397717
test-10989,0.0468650430258
